fare_amount,passenger_count,pickup_year,pickup_month,pickup_day_of_month,pickup_hour,pickup_minute,pickup_second,Trip_distance_KM
4.9,1.0,2012.0,2.0,15.0,18.0,28.0,0.0,0.12645499236553517
13.0,1.0,2014.0,2.0,17.0,2.0,52.0,27.0,0.5224473592173853
5.5,6.0,2013.0,1.0,22.0,13.0,3.0,0.0,0.07104420790125301
5.3,1.0,2011.0,1.0,13.0,15.0,43.0,47.0,0.24299473962771795
8.1,1.0,2012.0,5.0,17.0,19.0,35.0,0.0,0.30057435322083437
5.7,4.0,2012.0,7.0,29.0,1.0,10.0,0.0,0.15866729779881067
4.5,1.0,2012.0,10.0,18.0,21.0,43.0,16.0,0.027394030822361845
15.8,1.0,2009.0,1.0,17.0,0.0,7.0,7.0,0.8390741786765792
13.5,2.0,2013.0,7.0,12.0,15.0,43.0,11.0,0.05323921998353491
11.0,1.0,2014.0,10.0,31.0,13.0,35.0,13.0,0.2751642101629423
10.9,2.0,2010.0,6.0,17.0,22.0,56.0,39.0,0.5674981028478485
6.1,1.0,2010.0,8.0,17.0,22.0,7.0,0.0,0.28213884947135626
6.1,2.0,2010.0,8.0,23.0,21.0,7.0,0.0,0.28318695933886345
18.5,4.0,2010.0,10.0,4.0,21.0,16.0,0.0,0.939585451660324
10.1,1.0,2010.0,4.0,12.0,23.0,33.0,34.0,0.3879376743021129
12.5,1.0,2011.0,9.0,28.0,15.0,9.0,35.0,0.7691449692944136
4.5,2.0,2012.0,11.0,23.0,12.0,11.0,30.0,0.10082708787812138
5.0,1.0,2014.0,8.0,23.0,11.0,47.0,0.0,0.10203489272441785
13.0,6.0,2014.0,5.0,19.0,16.0,21.0,0.0,0.3394697953939638
14.5,1.0,2009.0,10.0,3.0,18.0,6.0,44.0,0.5556591911877667
6.0,1.0,2015.0,6.0,8.0,15.0,16.0,44.0,0.12997872296908528
4.5,5.0,2013.0,6.0,16.0,21.0,21.0,0.0,0.10150486456609135
8.9,1.0,2009.0,6.0,17.0,22.0,42.0,48.0,0.3293427540087315
11.3,1.0,2011.0,3.0,15.0,20.0,21.0,36.0,0.676578390899456
9.7,1.0,2011.0,12.0,22.0,7.0,24.0,0.0,0.3934086607600169
4.1,1.0,2009.0,5.0,4.0,11.0,49.0,50.0,0.11317951415018787
10.1,1.0,2010.0,5.0,13.0,19.0,10.0,0.0,0.47275238781256385
5.5,3.0,2012.0,10.0,2.0,12.0,51.0,0.0,0.2666941329280695
6.0,2.0,2013.0,3.0,1.0,20.0,47.0,29.0,0.16850119416806097
9.0,1.0,2015.0,4.0,20.0,16.0,53.0,31.0,0.4732644816629573
4.1,5.0,2011.0,8.0,30.0,23.0,26.0,0.0,0.10763516395555571
17.0,1.0,2012.0,10.0,16.0,19.0,48.0,0.0,0.6868707520882854
8.0,6.0,2014.0,9.0,15.0,21.0,27.0,0.0,0.32575327129042686
12.5,1.0,2009.0,4.0,21.0,10.0,42.0,0.0,0.4021515338535621
17.5,1.0,2014.0,3.0,24.0,1.0,51.0,32.0,0.8843082809099986
7.0,1.0,2015.0,1.0,21.0,21.0,14.0,43.0,0.2266529093990948
7.3,1.0,2009.0,5.0,11.0,14.0,28.0,6.0,0.26010341798599074
5.3,1.0,2009.0,7.0,2.0,6.0,16.0,49.0,0.28492591929519884
8.1,1.0,2009.0,12.0,4.0,21.0,20.0,0.0,0.3696690678222887
10.1,1.0,2010.0,6.0,25.0,20.0,59.0,26.0,0.5281272042645732
5.7,1.0,2011.0,8.0,3.0,18.0,10.0,40.0,0.21189211577913525
8.0,3.0,2014.0,11.0,27.0,14.0,27.0,16.0,0.1465652453283225
6.5,1.0,2012.0,5.0,8.0,12.0,29.0,16.0,0.35153632889260966
6.1,1.0,2012.0,6.0,20.0,9.0,4.0,51.0,0.1825055317305584
4.5,1.0,2009.0,9.0,21.0,18.0,37.0,35.0,0.08989363477702855
9.7,3.0,2009.0,12.0,11.0,13.0,39.0,34.0,0.3406102764967677
6.9,1.0,2010.0,5.0,5.0,16.0,58.0,0.0,0.16419112300465177
4.1,1.0,2012.0,3.0,31.0,10.0,49.0,0.0,0.100352048834973
10.0,1.0,2013.0,6.0,8.0,18.0,53.0,54.0,0.387473368354735
11.5,1.0,2015.0,1.0,8.0,18.0,16.0,27.0,0.3261134168156339
6.5,5.0,2009.0,4.0,9.0,9.0,14.0,0.0,0.28822498010129155
5.3,5.0,2012.0,8.0,16.0,18.0,26.0,0.0,0.07680814391950014
8.1,2.0,2009.0,9.0,8.0,1.0,4.0,0.0,0.329942477236407
12.9,2.0,2010.0,2.0,26.0,23.0,18.0,21.0,0.5846804355911048
12.0,1.0,2013.0,5.0,20.0,18.0,22.0,12.0,0.3759151143395025
6.9,1.0,2009.0,12.0,3.0,11.0,4.0,0.0,0.22359463116394956
13.7,1.0,2012.0,1.0,20.0,9.0,37.0,23.0,0.3460247417775876
17.7,1.0,2009.0,6.0,5.0,22.0,53.0,0.0,0.7897076228954862
20.5,1.0,2010.0,10.0,15.0,14.0,20.0,41.0,0.8431219871813539
4.5,1.0,2011.0,4.0,16.0,11.0,28.0,0.0,0.10116589885428552
5.5,1.0,2015.0,5.0,14.0,17.0,0.0,2.0,0.16380944319629231
4.1,1.0,2010.0,2.0,18.0,18.0,48.0,0.0,0.0763036678678466
8.1,1.0,2010.0,3.0,11.0,9.0,24.0,0.0,0.38381324958616203
13.7,1.0,2011.0,11.0,25.0,20.0,32.0,42.0,0.30256788002846696
14.0,1.0,2014.0,1.0,10.0,21.0,20.0,0.0,0.6808524349297986
6.1,1.0,2012.0,4.0,16.0,21.0,31.0,14.0,0.21430487623349465
18.5,1.0,2015.0,4.0,24.0,20.0,8.0,32.0,0.5663137498657063
12.1,1.0,2009.0,10.0,15.0,14.0,22.0,24.0,0.31024497566729375
19.3,1.0,2010.0,12.0,11.0,15.0,21.0,8.0,0.9203449464818115
10.1,1.0,2011.0,4.0,4.0,14.0,51.0,46.0,0.3866781034565024
21.0,1.0,2014.0,5.0,19.0,14.0,59.0,0.0,0.5922489627647991
6.0,1.0,2014.0,12.0,6.0,21.0,24.0,15.0,0.14387694357398303
4.1,3.0,2010.0,1.0,19.0,0.0,24.0,58.0,0.11019146638409189
14.5,3.0,2013.0,4.0,19.0,16.0,7.0,0.0,0.3527113100640836
10.5,1.0,2014.0,12.0,1.0,17.0,32.0,34.0,0.3608630115243822
6.1,1.0,2009.0,2.0,5.0,20.0,11.0,0.0,0.19564126956234018
8.9,1.0,2012.0,3.0,23.0,8.0,57.0,15.0,0.19760390858675564
10.1,6.0,2012.0,3.0,1.0,7.0,59.0,0.0,0.3965345105535371
8.1,1.0,2012.0,5.0,15.0,20.0,2.0,47.0,0.10805477936819935
11.0,1.0,2013.0,2.0,10.0,14.0,19.0,0.0,0.31446380245665567
11.0,1.0,2014.0,1.0,16.0,22.0,4.0,2.0,0.4247631393246236
20.0,1.0,2014.0,9.0,20.0,14.0,45.0,37.0,0.9932203634606934
24.5,6.0,2015.0,3.0,3.0,19.0,11.0,29.0,0.7601698878488705
10.1,1.0,2010.0,6.0,3.0,8.0,12.0,39.0,0.4200004501074485
10.5,1.0,2015.0,1.0,19.0,20.0,18.0,56.0,0.331426183834249
16.0,2.0,2015.0,1.0,21.0,23.0,49.0,1.0,0.9517542268704173
18.0,1.0,2015.0,5.0,26.0,0.0,40.0,47.0,0.989701464718924
13.3,1.0,2012.0,5.0,15.0,12.0,0.0,0.0,0.3449789756362218
7.0,1.0,2013.0,6.0,10.0,22.0,58.0,0.0,0.3225970826525774
13.3,3.0,2010.0,5.0,31.0,2.0,52.0,36.0,0.8332774141087952
5.7,1.0,2010.0,8.0,24.0,14.0,46.0,0.0,0.16864537433122964
17.0,1.0,2014.0,5.0,20.0,23.0,16.0,31.0,0.8486330318347424
7.3,5.0,2009.0,12.0,25.0,16.0,54.0,0.0,0.302640754967198
6.1,1.0,2010.0,10.0,17.0,22.0,28.0,0.0,0.18474459394144963
2.5,1.0,2013.0,3.0,29.0,18.0,45.0,53.0,0.0
9.0,1.0,2015.0,6.0,22.0,10.0,19.0,4.0,0.18127785253675005
14.1,5.0,2011.0,8.0,16.0,9.0,20.0,0.0,0.027429845099421025
2.9,1.0,2012.0,7.0,1.0,15.0,53.0,38.0,0.07433277395951335
4.5,1.0,2014.0,6.0,15.0,0.0,52.0,0.0,0.13626310805418745
8.1,1.0,2011.0,12.0,10.0,18.0,15.0,12.0,0.3664737139301155
12.5,2.0,2013.0,5.0,9.0,17.0,3.0,19.0,0.234704602969129
4.9,1.0,2009.0,3.0,12.0,13.0,43.0,46.0,0.13375303713209563
6.9,5.0,2012.0,6.0,14.0,10.0,40.0,0.0,0.20765921751388305
8.0,1.0,2013.0,7.0,21.0,16.0,11.0,50.0,0.1765016034627604
14.9,3.0,2011.0,12.0,21.0,12.0,9.0,0.0,0.8906273661287716
4.0,3.0,2014.0,2.0,4.0,13.0,31.0,0.0,0.09892755140853159
9.0,1.0,2009.0,1.0,25.0,22.0,8.0,10.0,0.35629430929156947
7.7,1.0,2010.0,4.0,7.0,13.0,45.0,33.0,0.15702851646199806
6.1,1.0,2011.0,5.0,31.0,19.0,11.0,24.0,0.283631407818372
26.5,1.0,2014.0,12.0,2.0,11.0,53.0,0.0,0.8014041260094962
9.0,1.0,2015.0,4.0,24.0,1.0,12.0,37.0,0.4100596606956396
4.5,1.0,2009.0,11.0,20.0,14.0,14.0,47.0,0.1364865387446746
7.3,1.0,2010.0,10.0,17.0,19.0,26.0,6.0,0.2783672535934568
5.5,1.0,2013.0,3.0,21.0,14.0,10.0,0.0,0.16479866490711004
10.5,1.0,2014.0,11.0,8.0,19.0,53.0,0.0,0.23821943996097333
6.1,1.0,2010.0,12.0,14.0,22.0,45.0,19.0,0.26191284287054345
11.0,2.0,2013.0,2.0,19.0,17.0,28.0,26.0,0.5119325064345016
7.0,5.0,2013.0,2.0,26.0,18.0,38.0,0.0,0.19248366329132524
14.5,1.0,2009.0,9.0,29.0,22.0,50.0,0.0,0.6993450430487004
12.9,5.0,2010.0,6.0,11.0,10.0,34.0,0.0,0.4941524106398735
7.0,2.0,2013.0,7.0,3.0,15.0,35.0,0.0,0.26647474805320875
7.0,1.0,2015.0,1.0,9.0,14.0,56.0,29.0,0.1571634205575064
18.5,3.0,2012.0,3.0,26.0,9.0,0.0,0.0,0.35945973862097197
12.5,1.0,2013.0,4.0,12.0,21.0,50.0,0.0,0.47728476057346625
9.3,1.0,2009.0,3.0,11.0,7.0,24.0,17.0,0.3410923218252034
10.1,1.0,2009.0,10.0,18.0,17.0,4.0,0.0,0.5006526502065687
3.5,2.0,2015.0,1.0,16.0,16.0,31.0,39.0,0.05741630866927551
6.5,1.0,2011.0,5.0,6.0,16.0,35.0,25.0,0.3277478285521878
5.7,1.0,2011.0,8.0,9.0,20.0,57.0,58.0,0.20525485913550387
7.3,3.0,2012.0,4.0,19.0,19.0,24.0,0.0,0.30865423065149955
19.0,1.0,2012.0,10.0,27.0,23.0,2.0,24.0,0.9321970319724736
8.5,2.0,2009.0,3.0,15.0,19.0,34.0,53.0,0.30899786073078067
6.1,2.0,2009.0,6.0,12.0,0.0,38.0,34.0,0.23815102289431073
5.3,2.0,2011.0,8.0,3.0,22.0,17.0,0.0,0.14326797172688097
6.9,1.0,2011.0,10.0,3.0,8.0,47.0,26.0,0.2850413346840514
7.3,1.0,2012.0,3.0,10.0,11.0,36.0,0.0,0.16626637911217987
8.5,1.0,2013.0,7.0,8.0,22.0,1.0,0.0,0.27939957469679266
7.0,4.0,2015.0,6.0,21.0,15.0,4.0,45.0,0.15775172628963258
5.7,1.0,2010.0,1.0,11.0,9.0,48.0,28.0,0.17304100824140545
8.1,1.0,2011.0,1.0,21.0,21.0,14.0,26.0,0.19228869022924525
8.5,1.0,2011.0,8.0,31.0,9.0,42.0,29.0,0.3239987417265549
5.3,5.0,2012.0,5.0,18.0,14.0,59.0,0.0,0.171122259795676
10.5,1.0,2015.0,6.0,7.0,2.0,11.0,36.0,0.5571419022381668
13.3,1.0,2009.0,11.0,2.0,20.0,1.0,46.0,0.9177433659917096
10.1,1.0,2010.0,1.0,8.0,10.0,19.0,21.0,0.5747265885704771
4.1,5.0,2011.0,8.0,27.0,10.0,29.0,0.0,0.03665293001463283
5.5,1.0,2013.0,6.0,15.0,10.0,39.0,0.0,0.14766192029499906
7.5,1.0,2015.0,2.0,11.0,12.0,37.0,12.0,0.083209881777098
11.0,5.0,2015.0,6.0,6.0,0.0,15.0,13.0,0.3307564666283769
11.5,1.0,2013.0,11.0,25.0,7.0,58.0,0.0,0.11399685150678544
20.5,1.0,2013.0,12.0,10.0,23.0,42.0,0.0,0.9226771833447021
16.5,3.0,2014.0,11.0,29.0,3.0,6.0,11.0,0.49558552767353414
6.1,1.0,2010.0,3.0,12.0,17.0,15.0,29.0,0.1813717298415384
18.1,1.0,2012.0,5.0,19.0,12.0,35.0,54.0,0.6627803122755236
9.0,1.0,2014.0,4.0,3.0,13.0,50.0,0.0,0.3848841857173162
5.0,1.0,2014.0,10.0,1.0,17.0,22.0,1.0,0.10395970907085857
5.7,1.0,2009.0,12.0,25.0,22.0,25.0,0.0,0.1786780587295728
13.3,1.0,2010.0,3.0,20.0,20.0,35.0,52.0,0.6729729797984487
11.3,2.0,2011.0,9.0,7.0,22.0,35.0,22.0,0.7239887227252143
6.5,1.0,2013.0,1.0,9.0,6.0,49.0,0.0,0.18091931793718471
10.5,2.0,2013.0,9.0,18.0,9.0,46.0,29.0,0.24187793459255594
6.5,2.0,2015.0,4.0,15.0,10.0,53.0,23.0,0.16578033557734134
5.7,1.0,2009.0,8.0,3.0,7.0,37.0,48.0,0.2291826649501467
11.7,1.0,2009.0,9.0,18.0,19.0,16.0,0.0,0.3235586723166147
7.7,1.0,2010.0,12.0,11.0,22.0,8.0,39.0,0.35009262298916644
8.5,6.0,2014.0,10.0,8.0,10.0,24.0,0.0,0.22393791047762707
12.0,3.0,2013.0,12.0,14.0,15.0,32.0,54.0,0.1575554193731676
7.5,1.0,2014.0,11.0,30.0,17.0,32.0,0.0,0.2622208985724804
17.5,1.0,2015.0,2.0,14.0,22.0,15.0,3.0,0.864962128781084
5.5,2.0,2015.0,5.0,26.0,9.0,7.0,18.0,0.1661313730247621
9.5,1.0,2013.0,3.0,3.0,18.0,42.0,36.0,0.3275584483847674
4.9,1.0,2009.0,9.0,14.0,16.0,23.0,0.0,0.09041635833501699
16.5,2.0,2012.0,8.0,14.0,17.0,21.0,54.0,0.646922591261835
7.0,1.0,2013.0,11.0,5.0,12.0,0.0,0.0,0.19683265240585038
6.5,1.0,2014.0,1.0,6.0,18.0,12.0,44.0,0.14360245710987682
9.0,2.0,2014.0,3.0,26.0,8.0,25.0,0.0,0.3420063215316991
4.1,3.0,2009.0,12.0,24.0,14.0,41.0,11.0,0.08220200732022472
6.5,2.0,2010.0,10.0,31.0,22.0,55.0,0.0,0.40289816157056624
4.5,1.0,2010.0,11.0,22.0,9.0,7.0,0.0,0.16872088393780418
9.5,2.0,2013.0,4.0,20.0,18.0,30.0,14.0,0.3297455779602499
3.7,1.0,2010.0,10.0,29.0,17.0,6.0,0.0,0.0874352337949268
6.9,1.0,2011.0,12.0,15.0,22.0,26.0,9.0,0.25882948184003535
4.1,1.0,2012.0,8.0,8.0,3.0,58.0,25.0,0.18508368550000867
6.5,4.0,2012.0,9.0,14.0,18.0,33.0,0.0,0.19000912566842437
7.5,1.0,2013.0,12.0,22.0,13.0,15.0,18.0,0.3515816545178498
13.3,1.0,2011.0,5.0,27.0,4.0,16.0,53.0,0.9357871821338329
4.1,1.0,2012.0,2.0,10.0,19.0,52.0,44.0,0.04561986917434781
8.9,5.0,2012.0,9.0,3.0,20.0,0.0,0.0,0.30673872590765705
5.3,1.0,2010.0,4.0,7.0,11.0,53.0,0.0,0.10533721840921655
15.0,1.0,2014.0,2.0,1.0,21.0,56.0,0.0,0.5641454206799569
5.5,1.0,2014.0,7.0,15.0,18.0,2.0,15.0,0.14246994673397567
5.0,2.0,2014.0,10.0,12.0,6.0,21.0,17.0,0.08262252409235957
5.3,2.0,2009.0,10.0,30.0,20.0,42.0,12.0,0.1768184960275837
8.1,1.0,2010.0,10.0,24.0,12.0,57.0,5.0,0.3335590515887982
8.5,4.0,2011.0,12.0,9.0,10.0,21.0,15.0,0.11918033159501373
11.0,1.0,2013.0,1.0,18.0,14.0,12.0,54.0,0.3154437301881153
20.0,2.0,2013.0,1.0,9.0,3.0,30.0,42.0,0.8421559321860548
7.0,1.0,2013.0,3.0,26.0,11.0,22.0,21.0,0.1507358505765046
20.5,1.0,2014.0,11.0,14.0,11.0,54.0,0.0,0.4633646152586466
7.3,1.0,2009.0,3.0,14.0,22.0,22.0,0.0,0.0
16.9,1.0,2009.0,8.0,30.0,10.0,34.0,58.0,0.7439934935694713
6.0,1.0,2013.0,3.0,18.0,8.0,58.0,4.0,0.18210492399401731
9.0,1.0,2013.0,8.0,10.0,1.0,54.0,10.0,0.4136146665768651
9.5,3.0,2015.0,6.0,26.0,22.0,30.0,48.0,0.25978558304456373
13.3,2.0,2010.0,3.0,8.0,19.0,20.0,0.0,0.5755014567235086
10.1,1.0,2011.0,11.0,13.0,23.0,55.0,2.0,0.39340683785893354
11.0,1.0,2013.0,10.0,24.0,20.0,48.0,0.0,0.3923573717150433
6.5,1.0,2013.0,12.0,28.0,9.0,53.0,0.0,0.25317414435620805
13.7,1.0,2011.0,4.0,26.0,14.0,46.0,0.0,0.41402895684962
6.0,1.0,2014.0,12.0,17.0,8.0,8.0,0.0,0.14220017606417001
8.5,1.0,2012.0,11.0,7.0,20.0,49.0,37.0,0.37015702941513473
8.0,1.0,2014.0,11.0,23.0,7.0,14.0,59.0,0.2905729314633161
7.0,1.0,2014.0,12.0,14.0,8.0,50.0,55.0,0.281245161975383
15.5,5.0,2015.0,5.0,15.0,0.0,59.0,29.0,0.6635016366571082
3.7,5.0,2009.0,4.0,1.0,23.0,28.0,0.0,0.11174786216605755
6.5,1.0,2009.0,4.0,30.0,20.0,31.0,0.0,0.20217965491530832
8.5,2.0,2014.0,6.0,11.0,18.0,8.0,0.0,0.1936488671209075
7.5,1.0,2013.0,7.0,7.0,13.0,3.0,0.0,0.2488298177754677
22.5,1.0,2014.0,12.0,23.0,17.0,58.0,0.0,0.613566742680819
8.5,1.0,2015.0,5.0,2.0,22.0,26.0,34.0,0.29377644321395013
17.7,1.0,2010.0,7.0,30.0,20.0,44.0,0.0,0.8103479524797077
14.9,2.0,2012.0,4.0,27.0,9.0,3.0,0.0,0.6672882922400686
4.1,1.0,2012.0,5.0,29.0,5.0,44.0,0.0,0.08141404326058344
20.5,1.0,2014.0,3.0,10.0,10.0,24.0,18.0,0.7250993131864768
7.7,1.0,2009.0,11.0,1.0,14.0,23.0,26.0,0.25698092059787947
10.0,3.0,2013.0,8.0,16.0,19.0,15.0,20.0,0.24602091742621537
3.7,1.0,2009.0,6.0,25.0,11.0,20.0,55.0,0.12690202984564866
18.5,1.0,2012.0,3.0,27.0,16.0,40.0,0.0,0.9648961517495588
20.0,1.0,2014.0,8.0,26.0,21.0,58.0,52.0,0.00036069826279707637
9.5,1.0,2015.0,6.0,9.0,13.0,16.0,10.0,0.23717745751933955
5.0,1.0,2015.0,6.0,14.0,16.0,16.0,4.0,0.04665037191806615
5.3,5.0,2011.0,12.0,15.0,16.0,33.0,0.0,0.19841158896771252
4.9,1.0,2012.0,3.0,11.0,18.0,55.0,30.0,0.1942427475660744
5.0,1.0,2013.0,5.0,31.0,22.0,35.0,0.0,0.11117819435916809
10.5,2.0,2010.0,5.0,19.0,9.0,56.0,0.0,0.26443949884772494
5.7,1.0,2011.0,1.0,15.0,2.0,2.0,0.0,0.13228449141136006
7.5,1.0,2013.0,5.0,18.0,16.0,16.0,15.0,0.38842127811461136
10.5,1.0,2014.0,7.0,30.0,1.0,21.0,45.0,0.3606844034331483
5.0,1.0,2015.0,5.0,6.0,7.0,7.0,6.0,0.11661645826040049
6.5,1.0,2015.0,5.0,7.0,7.0,49.0,52.0,0.13732607443672637
5.0,1.0,2013.0,10.0,1.0,22.0,54.0,0.0,0.1223892762624426
13.0,1.0,2013.0,12.0,17.0,21.0,25.0,10.0,0.5595029643699656
8.5,1.0,2011.0,12.0,1.0,19.0,11.0,0.0,0.3885741430389177
10.0,1.0,2014.0,10.0,14.0,7.0,27.0,0.0,0.3416608314707424
5.3,5.0,2012.0,6.0,3.0,8.0,26.0,0.0,0.13208687395854818
4.9,1.0,2011.0,8.0,9.0,2.0,45.0,0.0,0.11394115082657859
11.0,1.0,2012.0,11.0,26.0,8.0,38.0,54.0,0.43599368991677134
12.5,1.0,2013.0,3.0,30.0,19.0,1.0,43.0,0.5297516249331156
7.5,1.0,2013.0,4.0,5.0,9.0,38.0,0.0,0.1716456607805561
12.1,1.0,2010.0,1.0,22.0,18.0,19.0,0.0,0.6781935167843086
7.3,1.0,2012.0,2.0,12.0,0.0,22.0,10.0,0.4426563859850923
7.0,1.0,2012.0,11.0,25.0,9.0,18.0,0.0,0.16560638410632778
13.0,1.0,2014.0,9.0,28.0,20.0,16.0,0.0,0.402290663611819
4.1,1.0,2010.0,7.0,8.0,22.0,12.0,32.0,0.0
6.0,2.0,2012.0,10.0,8.0,15.0,25.0,44.0,0.1719005123984288
28.0,3.0,2013.0,2.0,24.0,4.0,59.0,7.0,0.8970911117585277
12.5,1.0,2011.0,8.0,13.0,23.0,52.0,18.0,0.6322744360408402
14.5,6.0,2012.0,11.0,14.0,7.0,12.0,0.0,0.5788950513553076
5.0,1.0,2015.0,5.0,18.0,15.0,23.0,54.0,0.07972519867880462
6.1,1.0,2010.0,9.0,22.0,8.0,14.0,0.0,0.05257674328833409
12.1,1.0,2010.0,5.0,28.0,23.0,30.0,0.0,0.7980313638964771
4.1,2.0,2012.0,6.0,20.0,22.0,40.0,0.0,0.11080627716936473
5.7,1.0,2012.0,1.0,31.0,7.0,31.0,21.0,0.35571926298303774
4.1,1.0,2009.0,1.0,4.0,11.0,35.0,34.0,0.13621383148275248
6.9,1.0,2009.0,12.0,29.0,16.0,29.0,0.0,0.06437363908341946
5.7,1.0,2010.0,8.0,10.0,8.0,35.0,27.0,0.18000545225601394
7.3,1.0,2012.0,3.0,27.0,17.0,10.0,21.0,0.17143680099521236
14.0,2.0,2012.0,10.0,4.0,16.0,20.0,52.0,0.33735031550829303
9.0,1.0,2013.0,7.0,10.0,7.0,53.0,42.0,0.3789253657791623
11.5,4.0,2014.0,10.0,8.0,8.0,42.0,0.0,0.39456860006109507
17.0,1.0,2014.0,11.0,3.0,12.0,23.0,32.0,0.5694633118303135
7.0,4.0,2013.0,1.0,2.0,17.0,6.0,35.0,0.22595789046764234
8.5,1.0,2012.0,1.0,5.0,22.0,59.0,0.0,0.36628540509834817
7.3,1.0,2012.0,1.0,12.0,18.0,56.0,7.0,0.22400579897139686
5.5,2.0,2012.0,11.0,9.0,17.0,47.0,0.0,0.11112373912222656
4.5,1.0,2014.0,3.0,16.0,17.0,19.0,4.0,0.04584027919684456
6.5,2.0,2012.0,2.0,26.0,17.0,3.0,11.0,0.24865731865491986
7.7,1.0,2009.0,10.0,10.0,14.0,53.0,8.0,0.3634187619782632
12.5,1.0,2013.0,2.0,13.0,15.0,13.0,25.0,0.4544858478842763
4.5,1.0,2013.0,4.0,7.0,7.0,15.0,14.0,0.11209837072079594
13.0,1.0,2013.0,9.0,14.0,7.0,33.0,0.0,0.6414646021191922
6.1,2.0,2010.0,6.0,21.0,16.0,57.0,42.0,0.3548789402679469
5.7,1.0,2010.0,9.0,30.0,22.0,14.0,3.0,0.18290234080760473
20.5,2.0,2013.0,4.0,29.0,17.0,1.0,0.0,0.7386801439796123
10.0,2.0,2015.0,3.0,21.0,17.0,17.0,58.0,0.32538629283901743
6.5,3.0,2010.0,2.0,15.0,15.0,52.0,46.0,0.25763539400982827
4.1,1.0,2010.0,8.0,27.0,8.0,45.0,1.0,0.13012758205998695
11.7,2.0,2011.0,10.0,26.0,10.0,44.0,0.0,0.4403116145391542
5.7,1.0,2011.0,12.0,16.0,15.0,37.0,0.0,0.1482368197640375
12.0,2.0,2013.0,11.0,16.0,22.0,47.0,17.0,0.5159744220828766
6.5,1.0,2010.0,1.0,28.0,11.0,38.0,0.0,0.1898222676085782
10.5,1.0,2011.0,7.0,5.0,6.0,48.0,44.0,0.6388576180161237
8.5,1.0,2014.0,7.0,19.0,17.0,43.0,37.0,0.41075283483588093
6.5,1.0,2013.0,6.0,20.0,21.0,4.0,44.0,0.0
8.5,2.0,2009.0,1.0,1.0,16.0,52.0,0.0,0.3552850835319625
8.5,1.0,2012.0,11.0,15.0,8.0,38.0,0.0,0.260998436097948
5.3,1.0,2010.0,3.0,9.0,13.0,0.0,0.0,0.23345604196848754
10.5,1.0,2011.0,11.0,20.0,0.0,52.0,0.0,0.4111215228408801
8.9,1.0,2012.0,2.0,23.0,16.0,9.0,0.0,0.2711350910999641
12.5,1.0,2013.0,1.0,5.0,10.0,51.0,16.0,0.5442257115458086
19.5,1.0,2014.0,11.0,11.0,23.0,3.0,0.0,0.8420916106687131
30.1,1.0,2011.0,2.0,19.0,13.0,21.0,0.0,0.7047485167236001
6.9,1.0,2012.0,3.0,31.0,1.0,58.0,0.0,0.14284192517448704
7.3,1.0,2009.0,12.0,10.0,23.0,52.0,0.0,0.15919937467455728
13.7,1.0,2011.0,4.0,12.0,13.0,57.0,0.0,0.0
22.1,1.0,2011.0,9.0,6.0,19.0,16.0,0.0,0.7040477949777232
15.0,1.0,2014.0,5.0,23.0,20.0,37.0,0.0,0.7907260621811112
9.3,1.0,2010.0,11.0,3.0,8.0,29.0,47.0,0.3451320275776647
8.5,1.0,2012.0,9.0,16.0,15.0,36.0,15.0,0.37850712036111944
9.3,1.0,2009.0,1.0,15.0,14.0,21.0,0.0,0.37751528743437796
8.5,1.0,2013.0,9.0,14.0,23.0,13.0,51.0,0.19420443520125694
11.5,4.0,2014.0,6.0,23.0,4.0,54.0,0.0,0.46054465214541046
6.1,1.0,2009.0,5.0,7.0,20.0,40.0,32.0,0.21144070766296189
6.5,1.0,2012.0,5.0,4.0,22.0,46.0,19.0,0.22320173308088534
6.0,1.0,2015.0,1.0,3.0,18.0,47.0,6.0,0.17890165281873566
5.7,1.0,2012.0,6.0,22.0,19.0,48.0,0.0,0.24356619299237783
7.0,1.0,2015.0,2.0,9.0,21.0,9.0,41.0,0.17551731996024
16.5,1.0,2015.0,2.0,25.0,17.0,5.0,41.0,0.32766629586881607
4.9,1.0,2012.0,3.0,23.0,9.0,50.0,19.0,0.11596571344152957
10.0,1.0,2013.0,2.0,27.0,0.0,42.0,0.0,0.36213265234219594
5.0,1.0,2014.0,3.0,11.0,18.0,39.0,44.0,0.12162510537981669
6.1,1.0,2010.0,1.0,1.0,9.0,29.0,53.0,0.132751554556844
6.0,3.0,2013.0,10.0,24.0,16.0,47.0,0.0,0.09259153737329272
10.1,1.0,2009.0,4.0,7.0,9.0,38.0,2.0,0.21616727814101538
3.7,1.0,2009.0,7.0,21.0,20.0,15.0,17.0,0.07481734752615458
9.7,4.0,2012.0,3.0,31.0,0.0,58.0,28.0,0.34773856006823634
5.0,2.0,2013.0,2.0,2.0,0.0,26.0,0.0,0.12847051133484766
4.5,1.0,2013.0,4.0,4.0,17.0,11.0,0.0,0.06372409324131038
4.5,1.0,2009.0,5.0,12.0,6.0,58.0,6.0,0.20063992564108657
10.0,1.0,2013.0,2.0,27.0,17.0,0.0,0.0,0.45322790688171455
3.7,1.0,2009.0,5.0,24.0,9.0,28.0,54.0,0.0739380383362334
5.7,1.0,2009.0,6.0,21.0,21.0,5.0,54.0,0.2511627711234515
